PRICE.DATE,150181,150171,150152,150227,150018,150235,150223,150117,150209,150200,150221,502011,150184,150157,150130,150194,150196,150205,150051,150177,150261,150022,150243,150123,150211,502004,150231,150192,150265,150100,150343,150219,502049,150096,150203,150329,150085,150198,150303,150299,150106,150335,150190,150186,150275,150301,150173,150291,150315,502037,150217,150241,150251,150317,502054,502007,150289,150325,150277,150295,150028,150179,150012,150281,150321,150269,150150,150213,150207,150247,150287,150229,150225,502057,150249,150059,150267,502014,150323,150255,150237,150305,150331,150259,502031,150148,150307,150245,150215,150297,150030,150283,150309,150108,150311,150273,150083,150257,150135,150090,150293,150279,150327,150104,502041,150233,150167,150008,150271,150140,150112,150057,502024,150094,150073,502021,150263,150088,502001,150076,150138,150053,150145,150121,150092,150064,502017,150055,150285,150349,150239,150253,150357,150313,502027,150319,150333,150351,150353
20141027,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141028,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141029,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141030,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141031,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141103,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141104,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141105,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141106,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141107,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141110,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141111,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141112,6,6,6.5,0,6,0,0,7,0,0,0,0,6,6.2,7,6,0,0,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141113,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141114,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141117,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141118,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141119,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141120,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141121,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141124,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141125,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141126,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141127,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141128,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.5,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141201,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,6,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.5,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141202,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141203,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141204,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141205,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141208,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141209,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141210,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,0,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141211,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141212,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141215,6,6,6.5,0,6,0,0,7,0,6,0,0,6,6.2,7,6,0,5.75,6,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,6.2,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141216,5.75,6,6.5,0,6,0,0,7,0,6,0,0,6,5.95,7,0,0,5.75,5.75,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,5.95,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141217,5.75,6,6.5,0,6,0,0,7,5.75,6,0,0,6,5.95,7,0,0,5.75,5.75,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,5.95,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141218,5.75,6,6.5,0,6,0,0,7,5.75,6,0,0,6,5.95,7,0,0,5.75,5.75,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,5.95,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
20141219,5.75,6,6.5,0,6,0,0,7,5.75,6,0,0,6,5.95,7,0,0,5.75,5.75,6,0,6,0,7.5,0,0,0,6,0,6,0,0,0,6.5,5.75,0,6.5,7,0,0,7,0,7,6,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6,6.5,0,0,0,5.95,0,5.75,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,5.95,0,0,0,0,6.5,0,0,7,0,0,6.5,0,0,6.5,0,0,0,6.5,0,0,6.25,0,0,6.5,6.5,5.8,0,6.5,6.5,0,0,6.5,0,6,6.25,6.5,6.5,6.5,6,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0
